5 0.445495 0.155711
5.08639 0.33561 0.0272696
5.17428 0.297676 -0.00363029
5.26369 0.247811 -0.0293659
5.35463 0.209518 -0.0465269
5.44716 0.176851 -0.0308438
5.54128 0.173123 -0.0314119
5.63702 0.170203 -0.0290715
5.73442 0.166887 -0.017249
5.83351 0.179195 -0.0522879
5.9343 0.171059 -0.0253636
6.03684 0.171478 -0.0338801
6.14115 0.170846 -0.0621242
6.24726 0.175274 -0.0469298
6.3552 0.173782 -0.0354514
6.46501 0.177498 -0.0403602
6.57672 0.179596 -0.0360794
6.69036 0.181383 -0.0364783
6.80596 0.180175 -0.0579875
6.92356 0.181873 -0.0438857
7.04319 0.176144 -0.0473023
7.16489 0.182897 -0.0482578
7.28869 0.18362 -0.0494891
7.41462 0.181721 -0.0430377
7.54274 0.185095 -0.0486812
7.67307 0.183695 -0.0471181
7.80565 0.171815 -0.0434405
7.94052 0.17476 -0.0586055
8.07772 0.176151 -0.0305744
8.2173 0.17945 -0.0489167
8.35928 0.183268 -0.0428026
8.50372 0.187154 -0.0451292
8.65065 0.18093 -0.0288347
8.80012 0.179922 -0.0287339
8.95218 0.179311 -0.0373237
9.10686 0.177046 -0.0443426
9.26422 0.178545 -0.0664628
9.42429 0.182603 -0.039579
9.58713 0.169622 -0.0125408
9.75278 0.191323 -0.0617316
9.9213 0.174656 -0.0538474
10.0927 0.172657 -0.0171499
10.2671 0.178482 -0.0249209
10.4445 0.168852 -0.0190178
10.625 0.184709 -0.0732023
10.8086 0.202982 -0.058364
10.9953 0.194804 -0.0261252
11.1853 0.166779 -0.0156411
11.3786 0.16061 -0.113364
11.5752 0.164062 -0.057609
11.7752 0.166263 -0.0255842
11.9787 0.173913 0.00814328
12.1856 0.160289 -0.00580148
12.3962 0.184241 -0.0153129
12.6104 0.193377 -0.0308291
12.8283 0.17295 -0.0310788
13.0499 0.1777 -0.0617097
13.2754 0.183271 -0.0564733
13.5048 0.186401 -0.0541277
13.7381 0.184783 -0.0251338
13.9755 0.190426 -0.0841067
14.217 0.184015 -0.0870851
14.4626 0.182276 -0.0553386
14.7125 0.185658 -0.132748
14.9668 0.179392 -0.0717259
15.2254 0.18627 -0.0890069
15.4884 0.182637 -0.0955039
15.7561 0.182776 -0.1404
16.0283 0.184499 -0.106101
16.3053 0.18613 -0.121336
16.587 0.184017 -0.106894
16.8736 0.191815 -0.0935198
17.1651 0.188189 -0.0994095
17.4617 0.189203 -0.099358
17.7634 0.182406 -0.094394
18.0704 0.177728 -0.133578
18.3826 0.187459 -0.0934381
18.7002 0.178821 -0.101006
19.0234 0.188722 -0.121666
19.3521 0.183384 -0.124243
19.6864 0.175731 -0.133046
20.0266 0.183711 -0.133658
20.3726 0.167903 -0.110943
20.7246 0.165826 -0.157484
21.0827 0.167397 -0.0979692
21.447 0.15523 -0.0609024
21.8176 0.191378 -0.0650786
22.1946 0.176354 -0.102682
22.5781 0.180438 -0.183849
22.9682 0.188515 -0.189666
23.365 0.194435 -0.128037
23.7688 0.196243 -0.039238
24.1795 0.192297 -0.165682
24.5973 0.219884 -0.160609
25.0223 0.198008 -0.20344
25.4546 0.187415 -0.0123749
25.8944 0.160399 -0.15284
26.3419 0.213491 -0.261537
26.797 0.195193 -0.211869
27.26 0.176257 -0.162827
27.7311 0.175137 -0.138791
28.2102 0.204952 0.0522678
28.6976 0.191036 -0.146356
29.1935 0.166725 -0.199815
29.6979 0.190972 -0.273937
30.2111 0.200452 -0.33064
30.7331 0.202973 -0.255439
31.2641 0.185514 -0.218837
31.8043 0.181634 -0.214526
32.3539 0.173486 -0.172692
32.9129 0.156786 -0.15895
33.4816 0.186421 -0.21291
34.0601 0.185042 -0.166861
34.6486 0.186732 -0.111588
35.2473 0.179685 -0.192957
35.8563 0.181182 -0.112245
36.4759 0.191346 -0.163215
37.1061 0.194958 -0.155688
37.7473 0.197209 -0.175549
38.3995 0.201305 -0.230956
39.063 0.187902 -0.251947
39.738 0.190922 -0.268614
40.4246 0.181059 -0.288641
41.1231 0.179148 -0.349786
41.8336 0.17374 -0.276181
42.5565 0.169434 -0.273727
43.2918 0.166646 -0.277545
44.0398 0.164357 -0.263377
44.8008 0.172164 -0.254756
45.5749 0.179843 -0.19696
46.3623 0.180604 -0.196176
47.1634 0.186151 -0.288689
47.9783 0.186918 -0.287352
48.8073 0.204297 -0.281161
49.6507 0.200963 -0.31781
50.5086 0.188282 -0.323575
51.3813 0.199522 -0.379474
52.2691 0.190843 -0.411053
53.1722 0.19085 -0.436466
54.091 0.174984 -0.421133
55.0256 0.193619 -0.337948
55.9764 0.153582 -0.336491
56.9436 0.184748 -0.423802
57.9275 0.191266 -0.40059
58.9284 0.167656 -0.356425
59.9466 0.205695 -0.341412
60.9824 0.19509 -0.351617
62.0361 0.195305 -0.421594
63.108 0.212074 -0.50035
64.1985 0.211281 -0.44241
65.3077 0.188394 -0.536739
66.4362 0.182629 -0.504055
67.5841 0.171781 -0.424326
68.7519 0.193499 -0.463489
69.9398 0.188133 -0.334728
71.1483 0.191159 -0.447331
72.3776 0.199854 -0.486034
73.6282 0.213448 -0.514607
74.9004 0.203879 -0.603797
76.1946 0.193414 -0.542077
77.5111 0.182075 -0.590524
78.8504 0.179582 -0.520647
80.2129 0.184832 -0.558423
81.5988 0.180953 -0.421926
83.0088 0.214076 -0.450556
84.4431 0.208081 -0.618584
85.9021 0.211758 -0.606389
87.3864 0.211881 -0.787285
88.8963 0.180898 -0.683074
90.4324 0.191671 -0.668274
91.9949 0.170811 -0.640872
93.5845 0.198173 -0.635695
95.2015 0.220151 -0.504282
96.8464 0.248684 -0.712769
98.5198 0.22281 -0.874641
100.222 0.201498 -0.847801
101.954 0.193555 -0.728573
