# bode_plot v2 2026-07-22 09:10:34
# element=1 inject=replace output=raw amplitude=0.2 amplitude2=0.1
# n_freqs=60 cycles=49 (7 segments x 7 cycles) n_settle=400+2cyc
# fs_nominal=3788 fs_measured=3787.70
# fit K(<=30Hz)=0.9331 +/- 0.0049  tau_meas_ms=1.1555  loop_frames=5.377 (tau*fs_meas + 1 hidden frame)  ph_resid_deg=1.60  mag_flat_rms=0.065
# note: phase EXCLUDES one frame (correlator references phi[n-1]); loop_frames above already adds it back
# config x/tilt open-loop plant, coarse bias 2.0/2.0 (beam realigned, matches steering_tuned.json operating point), 32x32 exp250 gain100 bw100, beam-centred ROI via start_x/start_y, tracked 20x20 thr22. Re-bode at the new bias to refresh Kx/tau for the loop retune. K uses <=30 Hz; tau (delay) uses the full 5-300 Hz phase slope, so the sweep must run to 300.
# freq_Hz mag phase_rad mag_sem phase_sem_rad quality mag2 phase2_rad
4.89 0.926757 -0.0252284 0.00341077 0.00600974 0.999892 0.820205 -0.0186866
4.89 0.923241 -0.0302574 0.00221011 0.00553626 0.999908 0.834637 -0.0302086
6.39 0.925074 -0.0303097 0.00372809 0.00304422 0.999972 0.840396 -0.0302917
6.39 0.922758 -0.0339396 0.00279783 0.00178406 0.99999 0.839382 -0.0353364
6.59968 0.938479 -0.0299867 0.00460242 0.00527113 0.999917 0.843718 -0.0578184
7.07393 0.926968 -0.037016 0.00399533 0.00368574 0.999959 0.847748 -0.000448773
7.58226 0.93445 -0.0378474 0.00583141 0.00511462 0.999921 0.830175 -0.0388234
8.12713 0.937221 -0.0413075 0.00457084 0.00333427 0.999967 0.831976 -0.0313781
8.71115 0.902626 -0.0270977 0.00751079 0.0128145 0.99951 0.830229 -0.0609265
8.84 0.941146 -0.0547622 0.0134131 0.0162783 0.999211 0.7864 -0.110579
10.34 0.939959 -0.0453653 0.00516617 0.0136037 0.999446 0.807587 -0.077566
10.55 0.93008 -0.0589917 0.00316988 0.00630575 0.999879 0.804255 -0.0357003
11.66 0.902368 -0.0615236 0.0208252 0.0273815 0.997733 0.825359 -0.0505972
11.66 0.952703 -0.0479647 0.0139055 0.0232415 0.998358 0.746675 -0.0623246
13.21 0.930762 -0.0487488 0.0148305 0.0108343 0.999647 0.825507 -0.0609455
14.1593 0.94953 -0.0710531 0.0101803 0.0115107 0.999609 0.839852 -0.0797707
15.1768 0.952314 -0.0665645 0.00476208 0.00660916 0.999868 0.836254 -0.0577252
16.2674 0.944991 -0.0801809 0.00430981 0.00671069 0.999863 0.826303 -0.0885496
17.4364 0.945776 -0.0852692 0.0066532 0.007875 0.999815 0.812698 -0.0641647
18.6894 0.955411 -0.086873 0.0183514 0.0173297 0.999088 0.855441 -0.06242
20.0324 0.946424 -0.0784872 0.0352675 0.0264949 0.997853 0.828182 -0.0638436
22.18 0.96411 -0.101054 0.019054 0.0199655 0.998838 0.852769 -0.14226
23.0149 0.948218 -0.0738709 0.0244574 0.0244221 0.998284 0.832791 -0.0908388
24.15 0.980846 -0.118965 0.019745 0.00981293 0.999706 0.814487 -0.18319
26.4415 0.956485 -0.128354 0.0095822 0.0117242 0.999594 0.860141 -0.12384
28.3416 0.968506 -0.139878 0.00386388 0.00316088 0.999971 0.85136 -0.140476
30.3782 0.971001 -0.148833 0.00336808 0.0058427 0.999897 0.847559 -0.146653
32.5612 0.975537 -0.164663 0.0044855 0.00256258 0.999984 0.86016 -0.165624
34.78 0.981255 -0.180219 0.00485998 0.00676704 0.999857 0.848452 -0.173276
37.409 0.98716 -0.194419 0.00291429 0.00430219 0.999945 0.860035 -0.19462
40.0973 0.984272 -0.225281 0.00641739 0.00613032 0.999892 0.875926 -0.195418
42.9787 0.987592 -0.231113 0.00543289 0.0076008 0.999821 0.860005 -0.231655
46.0671 0.989538 -0.257392 0.0051677 0.00643891 0.999874 0.884942 -0.255666
49.3775 1.01201 -0.281162 0.00625401 0.00786789 0.999819 0.88112 -0.270704
52.9258 1.0105 -0.3002 0.0119214 0.0129452 0.999492 0.902482 -0.310156
56.729 0.997644 -0.333855 0.0170262 0.0212344 0.998686 0.903026 -0.337509
60.8056 1.00022 -0.371649 0.0206433 0.0182355 0.999017 0.855412 -0.34564
65.1751 1.02426 -0.396565 0.00527424 0.00727593 0.99984 0.896355 -0.404047
69.8586 1.01688 -0.42799 0.00575822 0.00756862 0.999842 0.937884 -0.424869
74.8787 1.01468 -0.463603 0.00539299 0.00752335 0.999836 0.925758 -0.456351
80.2595 1.01325 -0.508893 0.00864768 0.00630328 0.999876 0.937848 -0.485784
86.0269 1.02301 -0.547447 0.0061455 0.00574953 0.999903 0.962754 -0.543178
92.2088 1.0316 -0.602867 0.00843009 0.0148561 0.999372 0.936435 -0.597067
98.835 1.03873 -0.640014 0.00508863 0.00579834 0.999915 0.946501 -0.617119
105.937 1.03512 -0.690245 0.00816889 0.00642413 0.999868 0.95085 -0.684269
113.55 1.05405 -0.76567 0.0079418 0.0145522 0.999361 0.994893 -0.787023
121.71 1.05469 -0.831114 0.0072698 0.00755424 0.999829 0.971729 -0.814728
130.456 1.05751 -0.913988 0.00534036 0.00635386 0.999883 0.970461 -0.918044
139.83 1.04099 -0.979835 0.00359209 0.00501548 0.999933 0.952718 -0.986886
149.879 1.03035 -1.066 0.00345754 0.00504718 0.999924 0.919557 -1.06851
160.649 1.02564 -1.16208 0.0106615 0.0120579 0.999528 0.914006 -1.1475
172.193 1.00741 -1.22955 0.00610963 0.00434562 0.999979 0.860574 -1.22368
184.567 0.993929 -1.31114 0.0144718 0.0237716 0.998401 0.925374 -1.27864
197.83 1.01568 -1.41048 0.0057187 0.00667867 0.999847 0.882632 -1.39045
212.046 0.982785 -1.49885 0.00540528 0.00799265 0.99982 0.887022 -1.52145
227.284 0.995717 -1.62509 0.0295463 0.0280619 0.997912 0.911093 -1.60926
243.617 1.00219 -1.7543 0.00556097 0.00615865 0.999887 0.910517 -1.7684
261.123 0.979709 -1.89144 0.00954411 0.00964577 0.999819 0.887752 -1.87648
279.887 0.984198 -2.02586 0.00489735 0.00882321 0.999794 0.872021 -2.00749
300 0.947702 -2.17576 0.00843389 0.00607951 0.999993 0.858159 -2.16758
