# bode_plot v2 2026-07-31 11:43:40
# element=0 inject=replace output=raw amplitude=0.02 amplitude2=0.012
# n_freqs=8 cycles=400 (10 segments x 40 cycles) n_settle=400+2cyc
# fs_nominal=3788 fs_measured=3788.23
# fit K(<=30Hz)=3.6465 +/- 0.0109  tau_meas_ms=0.1322  loop_frames=1.501 (tau*fs_meas + 1 hidden frame)  ph_resid_deg=0.78  mag_flat_rms=0.021
# note: phase EXCLUDES one frame (correlator references phi[n-1]); loop_frames above already adds it back
# config SMALL-AMPLITUDE Ky: y/tip open-loop plant through the PARPORT DAC (DAC81404, spi link, mmio, +-5 V range, mirror parked at 0 V), no coarse stage, ch0=y driven / ch1=x parked, scale +1.0 V/unit, offset 0. Drive +-20 mV (pass 1) and +-8 mV (pass 2), against the +-100/+-50 mV of fsm_bodey_par.dat. 32x32 exp50 gain100 bw100, ROI 1840/680, tracked 20x20 thr5. PURPOSE: the closed loop commands ~6 mV rms / ~20 mV peak, an order of magnitude below where Kx=3.787 was fit, and the 0.1 vs 0.05 V pair already showed 4% compression (3.787 -> 3.94). If K keeps rising toward the operating point then fsp's plant model under-subtracts its own command, which is what PAR-3's phi reconstruction suggests: x disturbance 28% above the open-phase error and a closed-window bound (0.045 px) above the open-window one (0.034 px), neither of which y shows. Range is 10-30 Hz because K is the <=30 Hz plateau; tau is NOT measurable here and stays 2.717 fr from fsm_bodey_par.dat. Compare the <=30 Hz plateau of all four amplitudes.
# freq_Hz mag phase_rad mag_sem phase_sem_rad quality mag2 phase2_rad
10 3.61596 0.00649385 0.0206256 0.00230537 0.999976 3.63149 -0.00583028
11 3.63693 0.00600493 0.0121905 0.00332945 0.99995 3.63954 0.00660275
13.6874 3.63887 0.00275194 0.00834863 0.00154646 0.999989 3.64538 0.00523336
16.0133 3.6522 0.00250374 0.00535436 0.00207155 0.999981 3.64677 0.000696432
19.5 3.7359 0.00748754 0.100609 0.0257211 0.997019 3.57652 0.0305064
22.3 3.6218 -0.000713843 0.099526 0.0143018 0.999054 3.75997 -0.0543066
25.6425 3.81238 -0.0437406 0.0663011 0.0136001 0.999199 3.69518 -0.043774
30.6 3.73563 -0.00735266 0.0152465 0.00567148 0.999855 3.75213 -0.00568279
