# bode_plot v2 2026-07-31 10:40:24
# element=1 inject=replace output=raw amplitude=0.02 amplitude2=0.012
# n_freqs=8 cycles=400 (10 segments x 40 cycles) n_settle=400+2cyc
# fs_nominal=3788 fs_measured=3789.68
# fit K(<=30Hz)=4.3623 +/- 0.0221  tau_meas_ms=0.2288  loop_frames=1.867 (tau*fs_meas + 1 hidden frame)  ph_resid_deg=0.51  mag_flat_rms=0.012
# note: phase EXCLUDES one frame (correlator references phi[n-1]); loop_frames above already adds it back
# config SMALL-AMPLITUDE Kx: x/tilt open-loop plant through the PARPORT DAC (DAC81404, spi link, mmio, +-5 V range, mirror parked at 0 V), no coarse stage, ch0=y parked / ch1=x driven, scale -1.0 V/unit, offset 0. Drive +-20 mV (pass 1) and +-8 mV (pass 2), against the +-100/+-50 mV of fsm_bodex_par.dat. 32x32 exp50 gain100 bw100, ROI 1840/680, tracked 20x20 thr5. PURPOSE: the closed loop commands ~6 mV rms / ~20 mV peak, an order of magnitude below where Kx=3.787 was fit, and the 0.1 vs 0.05 V pair already showed 4% compression (3.787 -> 3.94). If K keeps rising toward the operating point then fsp's plant model under-subtracts its own command, which is what PAR-3's phi reconstruction suggests: x disturbance 28% above the open-phase error and a closed-window bound (0.045 px) above the open-window one (0.034 px), neither of which y shows. Range is 10-30 Hz because K is the <=30 Hz plateau; tau is NOT measurable here and stays 2.717 fr from fsm_bodex_par.dat. Compare the <=30 Hz plateau of all four amplitudes.
# freq_Hz mag phase_rad mag_sem phase_sem_rad quality mag2 phase2_rad
10 4.34246 -0.0361586 0.022605 0.00683635 0.999789 4.25481 -0.0531421
11 4.37517 -0.0328159 0.0160198 0.00360608 0.999942 4.44643 -0.0307176
13.9 4.35708 -0.0518619 0.0241001 0.0034269 0.999948 4.41681 -0.0717281
16.0133 4.37289 -0.0439311 0.0149767 0.00337425 0.999949 4.45987 -0.0596556
19.5 4.47384 -0.0646262 0.121843 0.0251128 0.997196 4.45635 -0.0405475
22.3 4.41867 -0.0409533 0.0651614 0.0132854 0.99922 4.37064 -0.0881123
25.6425 4.32761 -0.0478249 0.0222928 0.00828047 0.999692 4.51501 -0.0796072
30.6 4.42938 -0.0679096 0.00884657 0.00346715 0.999946 4.50768 -0.0757003
