5 0.850117 -0.0403873
5.49602 0.854088 -0.0719755
6.04125 0.87634 -0.00648855
6.64057 0.879549 -0.0719677
7.29934 0.886888 -0.0819415
8.02347 0.865246 -0.0972139
8.81944 0.880608 -0.0969712
9.69436 0.897564 -0.142825
10.6561 0.846874 -0.117608
11.7132 0.846228 -0.202638
12.8752 0.835082 -0.205398
14.1525 0.818898 -0.169785
15.5565 0.781708 -0.224775
17.0998 0.775504 -0.18556
18.7961 0.758357 -0.260332
20.6608 0.779538 -0.331577
22.7104 0.725039 -0.373573
24.9634 0.707833 -0.414673
27.4399 0.655137 -0.409449
30.162 0.611984 -0.348965
33.1543 0.518722 -0.367196
36.4433 0.394179 -0.581426
40.0586 0.30665 -0.769618
44.0326 0.2298 -1.35825
48.4009 0.14354 -1.2082
53.2024 0.210157 0.310832
58.4804 0.106032 1.74131
64.2819 0.570156 0.843782
70.6589 0.430259 2.17907
77.6686 0.539601 1.61534
85.3736 0.541489 0.817804
93.8431 0.844562 1.37747
103.153 1.50728 0.279285
113.386 1.1668 1.13446
124.634 1.60317 0.92331
136.999 1.52064 0.631297
150.589 1.52397 0.665864
165.529 1.2505 1.11443
181.95 1.4605 0.554141
200 1.39151 -0.0295841
