5 0.417969 -0.0355028
5.55346 0.410799 -0.0310311
6.16818 0.414332 -0.026747
6.85095 0.410291 -0.0365955
7.6093 0.415344 -0.0502827
8.45158 0.418906 -0.0462846
9.38711 0.421479 -0.0615328
10.4262 0.416157 -0.0388312
11.5803 0.393522 0.00351664
12.8621 0.389795 -0.101845
14.2859 0.427708 -0.0881945
15.8672 0.422397 -0.0650206
17.6236 0.403576 -0.0952258
19.5743 0.399812 -0.108142
21.7411 0.416954 -0.0823985
24.1476 0.402737 -0.216619
26.8206 0.422143 -0.152351
29.7894 0.436714 -0.197073
33.0868 0.416482 -0.215692
36.7493 0.43102 -0.259261
40.8171 0.444286 -0.28654
45.3353 0.442182 -0.330683
50.3535 0.440031 -0.361397
55.9272 0.433494 -0.429754
62.1179 0.453136 -0.48797
68.9939 0.455675 -0.539593
76.6309 0.457542 -0.589255
85.1134 0.490941 -0.689891
94.5347 0.449889 -0.76672
104.999 0.459399 -0.832274
116.622 0.460821 -0.954917
129.531 0.467352 -1.09767
143.869 0.474047 -1.27491
159.794 0.453815 -1.37996
177.482 0.42502 -1.57198
197.127 0.439876 -1.83
218.948 0.425878 -1.92383
243.183 0.41809 -2.15773
270.102 0.341934 -2.50419
300 0.377833 -2.71665
