5 0.244119 -0.197811
5.21112 0.282242 -0.0512576
5.43116 0.289016 -0.0346325
5.66048 0.285417 -0.0451812
5.89949 0.285174 -0.0225893
6.14859 0.287406 -0.0409491
6.40821 0.286475 -0.0452693
6.67879 0.287454 -0.0386083
6.9608 0.287176 -0.0458292
7.25471 0.285865 -0.0448746
7.56103 0.287588 -0.0446049
7.88029 0.288685 -0.0465117
8.21303 0.287828 -0.0452428
8.55982 0.288551 -0.052402
8.92125 0.286716 -0.0601006
9.29794 0.290744 -0.0554159
9.69054 0.289627 -0.0748187
10.0997 0.299357 -0.0855607
10.5262 0.2964 -0.0684565
10.9706 0.296559 -0.0522474
11.4338 0.284977 -0.0597509
11.9166 0.289883 -0.0781624
12.4198 0.289577 -0.0357279
12.9442 0.298206 -0.144289
13.4908 0.28853 -0.0989873
14.0604 0.287777 -0.0752595
14.6541 0.289179 -0.0904533
15.2729 0.289928 -0.0942352
15.9177 0.288417 -0.0930796
16.5899 0.288922 -0.0992094
17.2903 0.292351 -0.10432
18.0204 0.288721 -0.116175
18.7813 0.294329 -0.124877
19.5743 0.291163 -0.0967896
20.4008 0.289582 -0.160232
21.2623 0.281813 -0.126335
22.16 0.276992 -0.114248
23.0957 0.300951 -0.0674382
24.0709 0.302464 -0.13435
25.0873 0.285069 -0.154401
26.1466 0.297447 -0.184619
27.2506 0.285786 -0.160962
28.4012 0.302732 -0.139046
29.6005 0.35168 -0.222883
30.8503 0.289833 -0.237634
32.1529 0.299992 -0.195654
33.5106 0.297205 -0.218533
34.9255 0.299357 -0.218972
36.4002 0.300914 -0.230246
37.9372 0.302514 -0.250494
39.539 0.302121 -0.264373
41.2085 0.302175 -0.262159
42.9485 0.308359 -0.290301
44.762 0.301016 -0.296095
46.652 0.304885 -0.32496
48.6219 0.30688 -0.341396
50.6749 0.307712 -0.356947
52.8146 0.308056 -0.379177
55.0447 0.310449 -0.398714
57.3689 0.338284 -0.444233
59.7912 0.305349 -0.453276
62.3159 0.310535 -0.461774
64.9471 0.311501 -0.483163
67.6894 0.316009 -0.507229
70.5475 0.315753 -0.533934
73.5264 0.315246 -0.559509
76.6309 0.316519 -0.612179
79.8666 0.318262 -0.621884
83.2389 0.317443 -0.631081
86.7536 0.311917 -0.658473
90.4167 0.317342 -0.709617
94.2345 0.32233 -0.748218
98.2134 0.322358 -0.75863
102.36 0.318458 -0.840257
106.682 0.317463 -0.825789
111.187 0.324348 -0.959287
115.882 0.321702 -0.937157
120.775 0.326128 -0.993171
125.874 0.324601 -1.03707
131.189 0.31189 -1.07414
136.729 0.317554 -1.13476
142.502 0.315691 -1.20266
148.519 0.317688 -1.25587
154.79 0.319054 -1.2911
161.326 0.32123 -1.34597
168.138 0.318144 -1.45589
175.237 0.313249 -1.47628
182.637 0.315014 -1.50129
190.348 0.318667 -1.61773
198.386 0.314041 -1.703
206.762 0.314912 -1.77108
215.493 0.304331 -1.87463
224.592 0.305883 -1.95373
234.075 0.296508 -2.035
243.958 0.285958 -2.11868
254.259 0.287763 -2.20295
264.995 0.286226 -2.29469
276.184 0.264777 -2.42119
287.846 0.23257 -2.47066
300 0.295477 -2.53
