# bode_plot v2 2026-07-31 11:22:35
# element=1 inject=replace output=raw amplitude=0.02 amplitude2=0.012
# n_freqs=8 cycles=400 (10 segments x 40 cycles) n_settle=400+2cyc
# fs_nominal=3788 fs_measured=3785.56
# fit K(<=30Hz)=4.0562 +/- 0.0229  tau_meas_ms=0.1487  loop_frames=1.563 (tau*fs_meas + 1 hidden frame)  ph_resid_deg=0.81  mag_flat_rms=0.016
# note: phase EXCLUDES one frame (correlator references phi[n-1]); loop_frames above already adds it back
# config SMALL-AMPLITUDE Kx: x/tilt open-loop plant through the PARPORT DAC (DAC81404, spi link, mmio, +-5 V range, mirror parked at 0 V), no coarse stage, ch0=y parked / ch1=x driven, scale -1.0 V/unit, offset 0. Drive +-20 mV (pass 1) and +-8 mV (pass 2), against the +-100/+-50 mV of fsm_bodex_par.dat. 32x32 exp50 gain100 bw100, ROI 1840/680, tracked 20x20 thr5. PURPOSE: the closed loop commands ~6 mV rms / ~20 mV peak, an order of magnitude below where Kx=3.787 was fit, and the 0.1 vs 0.05 V pair already showed 4% compression (3.787 -> 3.94). If K keeps rising toward the operating point then fsp's plant model under-subtracts its own command, which is what PAR-3's phi reconstruction suggests: x disturbance 28% above the open-phase error and a closed-window bound (0.045 px) above the open-window one (0.034 px), neither of which y shows. Range is 10-30 Hz because K is the <=30 Hz plateau; tau is NOT measurable here and stays 2.717 fr from fsm_bodex_par.dat. Compare the <=30 Hz plateau of all four amplitudes.
# freq_Hz mag phase_rad mag_sem phase_sem_rad quality mag2 phase2_rad
10 3.96463 -0.0184171 0.0291076 0.00644656 0.999816 3.99946 -0.0018075
11 4.05785 -0.00910024 0.0164998 0.00345631 0.999947 4.03249 -0.0131615
13.9 4.05616 -0.00907094 0.0211898 0.00413394 0.999923 4.01224 -0.00879565
16.0133 4.06321 -0.0107276 0.0136179 0.0028548 0.999963 3.98639 -0.0135027
19.5 4.06841 -0.0202967 0.0915524 0.026604 0.996874 4.00152 0.0295932
22.3 4.03582 0.0175393 0.0680133 0.0446359 0.991078 4.10287 -0.046976
25.6425 4.18431 -0.0327606 0.0437805 0.0051545 0.999884 3.93321 -0.04698
30.6 4.14243 -0.0264571 0.00794993 0.00211822 0.99998 4.09137 -0.0356805
