# fsp full-band predictor weights saved 2026-07-31 19:01:50
# broad_order=512 broad_mu=0.03 broad_lp=9 broad_gd=4 fs=3788
# horizon y 2+0.62 / x 2+0.76 frames; K y 3.646 / x 4.05
# frames closed=4166827; ||w|| y 3.5124 / x 2.7657; ||w_next|| y 3.99352 / x 3.05518
# freeze_closed=false init=zeros (cold start)
# reload with "wiener_file", but ONLY into a run with the same broad_order, horizon, broad_lp and drift_tau
# index y_w y_w_next x_w x_w_next
0 3.2470484493354039 3.6378087224903419 2.5595025570363026 2.7875810093361961
1 -0.89052536623582079 -1.146766176731093 -0.76020109452422147 -0.94271286467136106
2 -0.80766572393368696 -0.98533157473556099 -0.59625590793647931 -0.69780187742050659
3 -0.473652003401343 -0.52543531524845055 -0.33809032310318571 -0.3606598451784131
4 -0.2433971636905394 -0.25339117894183449 -0.15932681268017082 -0.15770884689128856
5 -0.10159641566077332 -0.089745038784936115 -0.054982417750118168 -0.046083672142403539
6 -0.026133586361367755 -0.0046609792938028865 0.0031592918688635101 0.014111689213194074
7 0.025514567760260398 0.046481493216466899 0.034099557798453257 0.044576146320539814
8 0.0433642580690159 0.059530978989254101 0.047649812824342844 0.056472120338901248
9 0.057517816581411162 0.070824123246337536 0.048245836171134267 0.054805738755058592
10 0.032364256353527042 0.03582535328270809 0.038594749607914362 0.042481030931591224
11 0.018066252436107957 0.017124089344405374 0.027102972851035689 0.028785917520603003
12 0.0085781941978577657 0.0055305114109051512 0.016628842041971584 0.016830541592444299
13 -0.0069912626207087672 -0.013585666584043525 0.007182457707044722 0.0064672219211734669
14 -0.011826092593769081 -0.014869094302194751 9.4096160014427667E-05 -0.00085228168691408798
15 -0.0065383658156719067 -0.010085553333342656 -0.0041152618681754875 -0.0047832836013639995
16 -0.0051532043541373754 -0.0038584811297557244 -0.0057335820841675142 -0.0055992936183845796
17 0.0057058888711861424 0.0098682571738930355 -0.0047873156829768785 -0.0035576895521096832
18 0.015839677044608563 0.022712520994159473 -0.0015428652785035267 0.00082306298615114344
19 0.024536162713619542 0.033124418718644973 0.0031915609539944073 0.0066279722461439275
20 0.036102156685239674 0.047072097172789845 0.0086617096978704369 0.012910676534019767
21 0.036355436339348048 0.044203564841443818 0.013910672572568393 0.018560182736969345
22 0.041518887435224999 0.050655552553564298 0.018377096347695236 0.023056411598321967
23 0.035819652459728922 0.039466498368504757 0.021212075708164468 0.025531928525666114
24 0.025715116566938222 0.027512395863893684 0.02211733409625034 0.025729325215264966
25 0.01447714847849341 0.011748351754536548 0.021269849805056976 0.024015071710377353
26 0.00048332581709340249 -0.0049104295578833047 0.018854827659907234 0.020626007701346601
27 -0.016608245837041447 -0.025232134619868316 0.015294005561601648 0.016162025212189304
28 -0.025855902472767228 -0.034408215705893051 0.011257510230808345 0.011309647444047532
29 -0.038736907071638321 -0.049735643533562288 0.0071453711189218942 0.0065785600097269343
30 -0.040828175346881095 -0.048073835410937904 0.0033628439314244709 0.0023807477188232014
31 -0.041909861016678415 -0.049760045878973709 0.00028956180827902544 -0.00091209254275421612
32 -0.036853447842550228 -0.039920361536528622 -0.002012072073675924 -0.0033065330289036386
33 -0.027815203701296164 -0.029637024348804851 -0.003477624983123226 -0.0047478703331355751
34 -0.01649006174118435 -0.014446822149649296 -0.0043159723951368186 -0.0055333590568234494
35 -0.0060854104292225094 -0.0032431546399844715 -0.004581144992115308 -0.0057370649428688169
36 0.0085529069791656399 0.014498320741636209 -0.0045509117199440527 -0.0056664131395192481
37 0.014563016814960642 0.0189456829284665 -0.0044393860994582802 -0.0055643542848134017
38 0.024056929696445181 0.030536376604711476 -0.0044069855988690199 -0.0055476537929976949
39 0.024592940967525494 0.028005747902364951 -0.0044484455115755663 -0.0056103138689302338
40 0.02549800463734498 0.029309772940451714 -0.0046157429347501271 -0.0057522030046879636
41 0.020840300841949592 0.021717287363378916 -0.0047896473632369303 -0.0058570726923210014
42 0.016625576771048829 0.016965044438521516 -0.0048735464824359474 -0.0057814543668934168
43 0.0078624665533832006 0.006230657281810428 -0.0047523057631989754 -0.0054348903849726418
44 0.0039247992612517239 0.0024445401103861293 -0.0043162148671700429 -0.0046812111791512618
45 -0.0050022292092632122 -0.007595690707085081 -0.0035607246683193295 -0.0035921047084112134
