# fsp observer convergence trace, every 5 s
# broad_order=512 broad_mu=0.03 broad_lp=9 fs=3788 start_delay=600 ramp=10
# ||dw|| is the tap change since the previous sample: it flattening is the observer having converged
# t_s n_closed y_wnorm y_wnextnorm y_dwnorm x_wnorm x_wnextnorm x_dwnorm y_drift x_drift y_guard x_guard y_trans x_trans mu
1330.040 2765475 3.5016615 3.9814784 0.0044215967 2.7603817 3.0514263 0.0018896951 0 0 0 0 0 0 0.030002
1335.040 2784416 3.5020117 3.981861 0.0055032898 2.7604412 3.0514688 0.0021334241 0 0 0 0 0 0 0.030002
1340.040 2803357 3.5021315 3.9820014 0.0051834285 2.7604397 3.0514487 0.00094840004 0 0 0 0 0 0 0.030002
1345.040 2822299 3.5022574 3.9821461 0.0057334022 2.7604488 3.0514408 0.0011868302 0 0 0 0 0 0 0.030002
1350.040 2841241 3.5024305 3.9823426 0.0042565549 2.7604521 3.0514281 0.00079059289 0 0 0 0 0 0 0.030002
1355.040 2860182 3.5026343 3.9825699 0.0044526907 2.7604468 3.0514066 0.00083476343 0 0 0 0 0 0 0.030002
1360.040 2879123 3.5029659 3.9829411 0.0028445453 2.7604624 3.0514033 0.0013880621 0 0 0 0 0 0 0.030001
1365.040 2898065 3.5030685 3.9830615 0.0025142721 2.7604607 3.0513807 0.0009797439 0 0 0 0 0 0 0.030001
1370.040 2917007 3.5031347 3.9831408 0.0028813356 2.7604537 3.0513548 0.001526078 0 0 0 0 0 0 0.030001
1375.040 2935949 3.5032912 3.9833173 0.0029520233 2.7604141 3.051292 0.0019089122 0 0 0 0 0 0 0.030001
1380.041 2954891 3.5033662 3.9834078 0.0029105791 2.7604185 3.0512743 0.0012353938 0 0 0 0 0 0 0.030001
1385.041 2973832 3.5034761 3.9835331 0.0026826433 2.7604434 3.0512779 0.0015255012 0 0 0 0 0 0 0.030001
1390.041 2992774 3.5035211 3.9835851 0.0030897152 2.7604169 3.0512289 0.0018065521 0 0 0 0 0 0 0.030001
1395.041 3011716 3.5036399 3.983719 0.0023916041 2.760421 3.0512123 0.0013335641 0 0 0 0 0 0 0.030001
1400.041 3030657 3.5037874 3.9838808 0.0032879288 2.7604253 3.0511948 0.0011365856 0 0 0 0 0 0 0.030001
1405.041 3049599 3.5038236 3.9839176 0.0054365315 2.7604337 3.0511803 0.0018401854 0 0 0 0 0 0 0.030001
1410.041 3068540 3.5039522 3.9840598 0.0024059117 2.7604379 3.0511618 0.0015419601 0 0 0 0 0 0 0.030001
1415.041 3087482 3.5040081 3.9841252 0.0037987836 2.760408 3.0511031 0.0013438934 0 0 0 0 0 0 0.030001
1420.041 3106423 3.5041115 3.9842471 0.0028273034 2.760433 3.0511023 0.0014130389 0 0 0 0 0 0 0.030001
1425.041 3125365 3.5042113 3.9843599 0.0026384533 2.7604479 3.0510938 0.0012718039 0 0 0 0 0 0 0.030001
1430.041 3144307 3.5043235 3.9844875 0.0032127313 2.7605283 3.051155 0.0025784566 0 0 0 0 0 0 0.03
1435.042 3163249 3.5043949 3.984569 0.0011834234 2.7605222 3.0511245 0.0011140841 0 0 0 0 0 0 0.03
1440.042 3182191 3.5044633 3.9846454 0.0028110731 2.7605255 3.0511034 0.0013263706 0 0 0 0 0 0 0.03
1445.042 3201133 3.5045606 3.9847535 0.0023132366 2.7605349 3.0510899 0.0017375878 0 0 0 0 0 0 0.03
1450.042 3220074 3.5046111 3.9848137 0.0020334287 2.7605228 3.0510465 0.0017940722 0 0 0 0 0 0 0.03
1455.042 3239015 3.5046122 3.9848145 0.0017901877 2.760581 3.0510828 0.0017653008 0 0 0 0 0 0 0.03
1460.042 3257957 3.5046774 3.9848874 0.0021819523 2.7605789 3.0510554 0.0015750866 0 0 0 0 0 0 0.03
1465.042 3276899 3.5047264 3.9849423 0.0013987419 2.7605776 3.0510227 0.0016710059 0 0 0 0 0 0 0.03
1470.042 3295841 3.5048251 3.9850489 0.0031442034 2.7605881 3.051006 0.0020356981 0 0 0 0 0 0 0.03
1475.042 3314783 3.5049212 3.9851562 0.0016907005 2.7606237 3.0510209 0.0019401666 0 0 0 0 0 0 0.03
1480.043 3333716 3.505011 3.985255 0.0041832204 2.7606572 3.0510344 0.001903955 0 0 0 0 0 0 0.03
1485.043 3352658 3.5050785 3.985332 0.0022850143 2.760714 3.0510705 0.0022742061 0 0 0 0 0 0 0.03
1490.043 3371599 3.5051541 3.9854186 0.0021368085 2.7607307 3.0510645 0.0014348795 0 0 0 0 0 0 0.03
1495.043 3390541 3.5052606 3.9855339 0.0024484054 2.7607266 3.0510317 0.0016859367 0 0 0 0 0 0 0.03
1500.043 3409483 3.5053022 3.9855813 0.001501918 2.7606972 3.0509762 0.0015656613 0 0 0 0 0 0 0.03
1505.043 3428424 3.5053943 3.9856813 0.0032672234 2.7607439 3.0510029 0.001781565 0 0 0 0 0 0 0.03
1510.043 3447365 3.5057037 3.9860052 0.012274142 2.7608903 3.0511292 0.0041869009 0 0 0 0 0 0 0.03
1515.043 3466307 3.505813 3.9861252 0.003919843 2.7609631 3.0511771 0.0052807375 0 0 0 0 0 0 0.03
1520.043 3485249 3.5060531 3.9863914 0.0065351584 2.7610296 3.0512205 0.0027438572 0 0 0 0 0 0 0.03
1525.043 3504191 3.5071224 3.9875437 0.038383785 2.7612475 3.0514223 0.0048751231 0 0 0 0 0 0 0.03
1530.044 3523133 3.5071476 3.9875773 0.012105741 2.7612921 3.0514482 0.0017294396 0 0 0 0 0 0 0.03
1535.044 3542075 3.507192 3.9876326 0.0070244933 2.7613163 3.051457 0.0017799476 0 0 0 0 0 0 0.03
1540.044 3561016 3.5072517 3.9877019 0.0062367955 2.7613608 3.0514838 0.0019667801 0 0 0 0 0 0 0.03
1545.044 3579957 3.5073276 3.9877938 0.0050283777 2.7613269 3.0514326 0.0014937587 0 0 0 0 0 0 0.03
1550.044 3598899 3.5074409 3.9879198 0.0053519507 2.7613376 3.051423 0.001239865 0 0 0 0 0 0 0.03
1555.044 3617841 3.5077891 3.9883053 0.015157841 2.7615464 3.0516078 0.0071161889 0 0 0 0 0 0 0.03
1560.044 3636782 3.5079485 3.9884891 0.0032096189 2.7616052 3.0516476 0.0026373228 0 0 0 0 0 0 0.03
1565.044 3655724 3.507991 3.9885408 0.0028600878 2.7615778 3.0515994 0.0019111358 0 0 0 0 0 0 0.03
1570.044 3674665 3.5080627 3.9886272 0.004023159 2.7615785 3.0515782 0.0028406478 0 0 0 0 0 0 0.03
1575.045 3693607 3.5088165 3.9894598 0.0091439457 2.7621526 3.0521503 0.012293809 0 0 0 0 0 0 0.03
1580.045 3712548 3.5088189 3.9894687 0.0037886816 2.7620939 3.0520684 0.0025552855 0 0 0 0 0 0 0.03
1585.045 3731490 3.5089057 3.9895722 0.0028389673 2.7621053 3.0520529 0.0028915061 0 0 0 0 0 0 0.03
1590.045 3750432 3.5089086 3.989583 0.0030073922 2.7620168 3.0519325 0.0029441892 0 0 0 0 0 0 0.03
1595.045 3769373 3.5097021 3.9904569 0.015965756 2.7623718 3.0522764 0.0070001935 0 0 0 0 0 0 0.03
1600.045 3788314 3.5098793 3.9906631 0.007217994 2.7623712 3.0522491 0.0036734612 0 0 0 0 0 0 0.03
1605.045 3807255 3.5098283 3.990615 0.00807532 2.7623014 3.0521446 0.0044685461 0 0 0 0 0 0 0.03
1610.045 3826197 3.5098686 3.990669 0.0046089543 2.7622586 3.0520686 0.0038170431 0 0 0 0 0 0 0.03
1615.045 3845138 3.5099002 3.9907119 0.0035216128 2.7621954 3.0519769 0.0031410545 0 0 0 0 0 0 0.03
1620.046 3864080 3.5099334 3.9907569 0.0035820679 2.76213 3.0518828 0.0025889475 0 0 0 0 0 0 0.03
1625.046 3883022 3.5100133 3.9908517 0.0035424732 2.76211 3.0518386 0.0020357768 0 0 0 0 0 0 0.03
1630.046 3901824 3.5100575 3.9909068 0.0031976691 2.7620989 3.0518009 0.0027525489 0 0 0 0 0 0 0.03
1635.046 3920765 3.5101586 3.9910215 0.0042178515 2.7621037 3.051771 0.0038542279 0 0 0 0 0 0 0.03
1640.046 3939707 3.5104392 3.9913302 0.0082737257 2.7621811 3.0518197 0.0023165788 0 0 0 0 0 0 0.03
1645.046 3958649 3.5109185 3.9918572 0.013805853 2.7625243 3.0521542 0.0093122591 0 0 0 0 0 0 0.03
1650.046 3977591 3.5109365 3.9918833 0.0065468309 2.7625128 3.0521146 0.0030017631 0 0 0 0 0 0 0.03
1655.046 3996532 3.5109275 3.9918831 0.0069399664 2.762462 3.0520361 0.0032672482 0 0 0 0 0 0 0.03
1660.046 4015473 3.5110707 3.9920488 0.0069700011 2.762569 3.0521292 0.0045950145 0 0 0 0 0 0 0.03
1665.047 4034414 3.5110241 3.9920037 0.003757066 2.762593 3.0521318 0.0022395179 0 0 0 0 0 0 0.03
1670.047 4053356 3.5114184 3.9924295 0.012574985 2.762785 3.052312 0.0029508128 0 0 0 0 0 0 0.03
1675.047 4072298 3.5116633 3.9926993 0.0086770348 2.7629732 3.0524963 0.0036017523 0 0 0 0 0 0 0.03
1680.047 4091239 3.5121193 3.9931898 0.019672105 2.7641791 3.0536896 0.042675509 0 0 0 0 0 0 0.03
1685.047 4110181 3.512142 3.99322 0.0038786097 2.7645818 3.0541086 0.0071280834 0 0 0 0 0 0 0.03
1690.047 4129123 3.5125299 3.993653 0.0076187624 2.7661286 3.0556865 0.023981999 0 0 0 0 0 0 0.03
1695.047 4148064 3.5124505 3.9935656 0.0037445544 2.7658316 3.0553474 0.014343489 0 0 0 0 0 0 0.03
1706.856 4166826 3.5124007 3.9935205 0.0061394258 2.7656984 3.0551817 0.0069551359 0 0 0 0 0 0 0.03
1706.856 4166827 3.5124007 3.9935205 0 2.7656984 3.0551817 0 0 0 0 0 0 0 0.03
