# fsp full-band predictor weights saved 2026-07-31 13:15:01
# broad_order=512 broad_mu=0.03 broad_lp=5 broad_gd=2 fs=3788
# horizon y 2+0.62 / x 2+0.76 frames; K y 3.646 / x 4.05
# frames closed=4167063; ||w|| y 0.416905 / x 0.914812; ||w_next|| y 0.413485 / x 0.907894
# freeze_closed=false init=zeros (cold start)
# reload with "wiener_file", but ONLY into a run with the same broad_order, horizon, broad_lp and drift_tau
# index y_w y_w_next x_w x_w_next
0 0.34619979331725886 0.33933495803084335 0.81457634854674255 0.80446012010485335
1 0.13610473100248902 0.12824831081582425 0.3095261196521818 0.29167686596591569
2 0.076895178024099092 0.069076406393461617 0.053571619289111742 0.033975124621959334
3 0.047339251728402601 0.040221292938544526 -0.081746325596523506 -0.096999621421922255
4 0.029057642729914433 0.023089670298558459 -0.13130839038904166 -0.13793929550109987
5 0.016947883434437382 0.012343706482608416 -0.12205417054186696 -0.12036322140879525
6 0.0089257936118246044 0.0056852378265394464 -0.084101391568983511 -0.077121091464057351
7 0.0040179547767460189 0.0019578691027364349 -0.037771458634318189 -0.029378316093062573
8 0.0013913404317538922 0.00020848059765769965 0.0026891038865626614 0.0092252200084755546
9 0.00025575785030210771 -0.00041342468045717017 0.02828756665880168 0.03044499332640006
10 -0.00010788139091568682 -0.00061635704217270965 0.035902462377205104 0.033126456590510639
11 -0.00028726671656140597 -0.00091512775283443429 0.028192030117124584 0.021678060754754605
12 -0.00068499588283263098 -0.0016005799657589947 0.011425545991378582 0.0031872495047093594
13 -0.001497367827064501 -0.0027359139094874003 -0.0073534609193237855 -0.015296477709493434
14 -0.0027159534616789847 -0.0041793777340053901 -0.022057762408048638 -0.027800850852790403
15 -0.0041573219319381276 -0.0056413387151224422 -0.028805875058414067 -0.031041991976622569
16 -0.0055220091283077659 -0.006762908101459358 -0.026610180990079939 -0.025085686973434006
17 -0.0064687643145327255 -0.0071938286414338559 -0.017120498301435444 -0.01244434799736813
18 -0.0066864238571948415 -0.0066714113340530842 -0.0034611549623885175 0.0032229653609896262
19 -0.0059645593349945012 -0.0050825740001678062 0.010673957036982203 0.017954012785253517
20 -0.0042436922195480398 -0.0024974088435252683 0.021895027782489404 0.028509508660549018
21 -0.0016373499663038364 0.00082908571953421229 0.028078704375736532 0.033184133686051914
22 0.0015733119733413994 0.0044841126408556552 0.028668628618132817 0.031862262068154026
23 0.0049732399549153507 0.0079534954404361889 0.024423313469420355 0.025794665440655153
24 0.0080715740223735021 0.010696628946905415 0.017102456169060101 0.017157637924617334
25 0.010373677215749862 0.012229653550244775 0.0088890940391597312 0.0083351057660654305
26 0.011457942852988763 0.012201364614836686 0.0017672138788519685 0.0012193731656339501
27 0.011042822038166396 0.010451788874284008 -0.0029401884462496417 -0.0030639686214061802
28 0.009034625826296501 0.007046982195664615 -0.004751576441237716 -0.0042425182056098172
29 0.0055519806295760334 0.0022798432716131748 -0.003976804336303901 -0.0028390527244877908
30 0.00091756478107197299 -0.0033649174142708336 -0.0014879584762336896 1.6002162559288286E-05
31 -0.0043819436526968359 -0.0092705905468912827 0.0015643270044473911 0.003053576918677236
32 -0.0097568355672301241 -0.014766235137966936 0.0041124446318070423 0.0052936398377608192
33 -0.014590169045587404 -0.019218233677841604 0.0054750831562542304 0.00612523356750136
34 -0.018322246872145113 -0.022117133314061 0.0053614776769560137 0.0052943984098714602
35 -0.020526791950750748 -0.02314360715018466 0.003839847680106946 0.0030465796977485553
36 -0.020966331475430255 -0.022209726625344373 0.0013547821235634523 2.2429960366791146E-05
37 -0.0196230225730376 -0.019471275307700618 -0.001464888976290598 -0.003112852493022563
